,Y (North-South direction),X (East-West direction),Z,Name,Y/N,Correction,IMDATE Visible
,39.14235,127.449543,0,Site,,,
,39.139714,127.448499,0,Site,,,
,39.456843,127.498062,0,Site,,,
,39.45331,127.486382,0,Site,,,
,39.308667,127.437697,0,Site,,,
,39.352501,127.55073,0,Site,,,
,39.153557,127.408985,0,Site,,,
,39.157513,127.429016,0,Site,,,
,39.15159,127.428882,0,Site,,,
,39.152732,127.429602,0,Site,,,
,39.143113,127.494709,0,Site,,,
,39.141054,127.497567,0,Site,,,
,40.641548,126.436639,0,Site,,,
,40.638315,126.425303,0,Site,,,
,40.494707,126.380219,0,Site,,,
,39.286175,126.639668,0,Site,,,
,38.124549,126.17505,0,Site,,,
,39.812905,127.571614,0,Site,,,
,37.94732,125.805966,0,Site,,,
,41.826754,128.211456,0,Site,,,
,38.145763,125.289228,0,Site,,,
,38.125273,125.235421,0,Site,,,
,38.122809,125.218252,0,Site,,,
,38.1342,125.225008,0,Site,,,
,38.394774,125.628412,0,Site,,,
,41.38918,128.208895,0,Site,,,
,41.400985,128.189317,0,Site,,,
,37.983139,126.613626,0,Site,,,
,38.00741,125.699508,0,Site,,,
,40.96354,129.309576,0,Site,,,
,38.378719,125.9468,0,Site,,,
,42.163577,130.191839,0,Site,,,
,42.158413,130.191198,0,Site,,,
,42.536503,130.372468,0,Site,,,
,40.174134,127.644303,0,Site,,,
,41.079353,128.268385,0,Site,,,
,39.959437,127.518536,0,Site,,,
,39.908359,127.489344,0,Site,,,
,39.952091,127.539278,0,Site,,,
,41.751024,129.720661,0,Site,,,
,41.751121,129.723413,0,Site,,,
,41.837209,129.731644,0,Site,,,
,41.828733,129.718936,0,Site,,,
,41.761078,129.72251,0,Site,,,
,41.791086,129.810027,0,Site,,,
,41.763443,129.704526,0,Site,,,
,41.772271,129.712215,0,Site,,,
,40.994516,126.632109,0,Site,,,
,40.98585,126.641688,0,Site,,,
,38.786863,125.752897,0,Site,,,
,40.445963,124.943159,0,Site,,,
,40.414246,124.978354,0,Site,,,
,39.81124,127.542378,0,Site,,,
,41.786775,129.839074,0,Site,,,
,41.788387,129.838888,0,Site,,,
,42.338027,130.365111,0,Site,,,
,39.944769,127.580464,0,Site,,,
,38.781778,125.777951,0,Site,,,
,38.862509,125.762457,0,Site,,,
,38.800965,125.802333,0,Site,,,
,38.874957,125.708402,0,Site,,,
,38.802312,125.602307,0,Site,,,
,41.729,128.316386,0,Site,,,
,41.785713,128.3285,0,Site,,,
,41.723776,128.311207,0,Site,,,
,41.754876,128.3459,0,Site,,,
,41.786373,128.340619,0,Site,,,
,39.974829,127.599001,0,Site,,,
,38.412385,127.282197,0,Site,,,
,40.049685,124.438222,0,Site,,,
,41.774784,129.726413,0,Site,,,
,41.789863,129.739532,0,Site,,,
,41.694896,129.67679,0,Site,,,
,41.771888,129.706673,0,Site,,,
,41.797755,129.694156,0,Site,,,
,40.976645,126.601339,0,Site,,,
,40.881113,126.644015,0,Site,,,
,40.384968,125.03937,0,Site,,,
,37.907432,126.446354,0,Site,,,
,37.905692,126.32422,0,Site,,,
,37.922801,126.379277,0,Site,,,
,37.945866,126.479989,0,Site,,,
,38.09012,125.537257,0,Site,,,
,39.284814,126.679567,0,Site,,,
,39.285901,126.679733,0,Site,,,
,38.648751,125.821828,0,Site,,,
,37.94623,126.635236,0,Site,,,
,37.946712,126.439776,0,Site,,,
,37.886866,126.444311,0,Site,,,
,38.052609,126.453526,0,Site,,,
,38.728434,125.412772,0,Site,,,
,39.160837,125.502562,0,Site,,,
,39.200124,125.502291,0,Site,,,
,39.139735,127.45215,0,Site,,,
,39.877404,126.528937,0,Site,,,
,40.045819,128.181979,0,Site,,,
,37.918232,126.356425,0,Site,,,
,38.092737,126.461868,0,Site,,,
,37.942884,126.299732,0,Site,,,
,37.921031,126.373148,0,Site,,,
,37.975256,125.982299,0,Site,,,
,38.853989,125.821015,0,Site,,,
,40.418867,125.027747,0,Site,,,
,39.759472,125.140228,0,Site,,,
,41.795021,129.740772,0,Site,,,
,41.854328,129.725378,0,Site,,,
,41.772167,129.789064,0,Site,,,
,41.686824,129.738771,0,Site,,,
,41.784204,129.813975,0,Site,,,
,41.772121,129.841946,0,Site,,,
,39.147766,125.50321,0,Site,,,
,39.262033,125.625013,0,Site,,,
,39.088868,125.48627,0,Site,,,
,39.10376,125.489453,0,Site,,,
,39.120039,125.48929,0,Site,,,
,39.863242,126.024092,0,Site,,,
,39.343551,125.715956,0,Site,,,
,39.437888,125.603288,0,Site,,,
,39.435598,125.606262,0,Site,,,
,39.352801,125.549419,0,Site,,,
,39.456126,125.547436,0,Site,,,
,39.894158,127.502579,0,Site,,,
,39.903137,127.430813,0,Site,,,
,39.979498,127.419126,0,Site,,,
,42.327831,130.336415,0,Site,,,
,38.518859,125.756018,0,Site,,,
,39.492947,125.570835,0,Site,,,
,38.31591,126.662278,0,Site,,,
,39.211124,126.149666,0,Site,,,
,40.075359,128.117798,0,Site,,,
,38.481954,126.556447,0,Site,,,
,37.872432,126.097248,0,Site,,,
,37.824372,126.102191,0,Site,,,
,37.863618,126.23029,0,Site,,,
,37.88038,126.21806,0,Site,,,
,37.881186,126.232451,0,Site,,,
,37.885378,126.235202,0,Site,,,
,38.36097,127.019321,0,Site,,,
,39.239719,126.198655,0,Site,,,
,39.249573,126.196885,0,Site,,,
,39.29949,127.402988,0,Site,,,
,38.339626,127.039294,0,Site,,,
,38.307944,126.979713,0,Site,,,
,39.191391,127.479241,0,Site,,,
,38.802614,125.597711,0,Site,,,
,39.318888,125.812324,0,Site,,,
,39.937493,127.507907,0,Site,,,
,39.966276,127.475157,0,Site,,,
,38.013539,125.982637,0,Site,,,
,38.023303,125.776347,0,Site,,,
,40.955998,126.617971,0,Site,,,
,40.98239,126.641175,0,Site,,,
,40.96735,126.580942,0,Site,,,
,40.959564,126.590703,0,Site,,,
,40.667069,129.186571,0,Site,,,
,40.685705,129.199507,0,Site,,,
,40.701039,129.203579,0,Site,,,
,40.740158,129.203292,0,Site,,,
,40.659255,129.212204,0,Site,,,
,40.970751,126.617452,0,Site,,,
,40.971307,126.614555,0,Site,,,
,40.946346,126.607154,0,Site,,,
,38.662077,125.432024,0,Site,,,
,"Potential Site  38°54'27.23""N 125°43'7.64""E",,,,,,
,"39° 5'27.29""N 125°37'2.83""E",,,,Y,,
,"39.909000, 125.481611",,0,Site,Y,,
,"39.636166, 125.303050",,,site,Y,,
,"38.761250, 125.856433",,,site,Y,,
